3,1,132.173277,165.530920,52.385240,50.329924,1,-1,-1,-1
3,2,153.667137,366.768160,45.678901,81.680119,1,-1,-1,-1
3,3,549.252672,285.718445,38.257087,66.641004,1,-1,-1,-1
3,4,232.211296,331.512863,28.753594,48.803536,1,-1,-1,-1
3,5,543.502826,310.987198,43.146091,75.779912,1,-1,-1,-1
3,6,346.410255,424.704064,25.943864,26.000755,1,-1,-1,-1
3,7,597.294522,243.572684,32.157378,50.995457,1,-1,-1,-1
3,8,724.158948,186.015469,16.282305,40.843899,1,-1,-1,-1
3,9,592.602033,264.019901,39.028766,53.913031,1,-1,-1,-1
3,10,387.938536,313.842548,42.183084,79.192268,1,-1,-1,-1
3,11,43.940823,185.765978,18.345615,35.285189,1,-1,-1,-1
3,12,97.823027,126.908749,49.805081,26.554474,1,-1,-1,-1
3,13,520.383289,189.533196,22.447920,38.889741,1,-1,-1,-1
3,14,387.402783,296.419657,44.325876,74.206934,1,-1,-1,-1
3,15,67.421360,181.951796,18.199471,40.768263,1,-1,-1,-1
3,16,432.376056,236.340975,30.124248,49.198596,1,-1,-1,-1
3,17,363.811352,122.247626,36.214172,29.950586,1,-1,-1,-1
3,18,218.405632,128.143006,22.198685,64.558539,1,-1,-1,-1
3,19,314.555612,111.802428,21.912585,19.757041,1,-1,-1,-1
3,20,329.381140,222.430370,25.357839,48.995757,1,-1,-1,-1
3,21,334.638640,104.217921,22.058666,17.894059,1,-1,-1,-1
3,22,317.514433,182.464182,17.739630,41.214532,1,-1,-1,-1
3,23,433.280711,252.058731,27.463566,53.056080,1,-1,-1,-1
3,24,164.639587,150.357384,13.016309,15.571621,1,-1,-1,-1
3,25,229.716197,336.979112,41.470489,72.882103,1,-1,-1,-1
3,26,272.892045,145.599561,11.116660,18.693259,1,-1,-1,-1
3,27,63.453594,151.309222,14.272851,28.660701,1,-1,-1,-1
3,28,44.751432,200.787941,17.056461,24.562840,1,-1,-1,-1
3,29,155.167565,413.107038,51.937466,37.892962,1,-1,-1,-1
3,31,329.710643,239.467620,24.001473,47.552199,1,-1,-1,-1
3,32,153.773548,146.472194,11.533132,19.550158,1,-1,-1,-1
3,33,59.906342,183.408592,19.573179,38.925744,1,-1,-1,-1
3,34,158.697269,401.866819,53.147590,48.727865,1,-1,-1,-1
3,37,344.729516,111.208154,15.722250,16.558886,1,-1,-1,-1
3,38,130.850680,163.964990,13.036204,24.319226,1,-1,-1,-1
