1,-1,650.381165,212.111282,48.309631,49.951096,0.990695,-1,3
1,-1,325.790863,126.276222,108.838898,164.019775,0.968271,-1,5
1,-1,750.286560,191.335815,61.444824,79.873993,0.926239,-1,5
1,-1,1019.757141,613.386292,244.052185,104.162598,0.879794,-1,3
1,-1,192.718872,181.443954,16.355911,27.743790,0.723406,-1,2
2,-1,650.366333,212.101837,48.325623,49.980774,0.990747,-1,3
2,-1,325.576202,126.214760,109.325897,164.047150,0.970414,-1,5
2,-1,750.287781,191.383743,61.407776,79.916885,0.920464,-1,5
2,-1,1019.997192,613.347656,243.622437,104.207458,0.880223,-1,3
2,-1,192.706589,181.423477,16.370529,27.789368,0.729739,-1,2
3,-1,651.866333,211.612122,44.113953,47.158722,0.990730,-1,3
3,-1,344.731354,135.687424,93.043945,160.542099,0.985860,-1,5
3,-1,750.777710,190.901703,59.302795,78.226959,0.910054,-1,5
3,-1,998.442566,568.198425,276.545593,148.799866,0.889554,-1,3
3,-1,191.396637,183.273117,16.769394,30.183899,0.845672,-1,2
3,-1,668.986572,188.189743,45.037476,42.290833,0.438986,-1,3
3,-1,261.192078,130.248123,40.463928,29.428909,0.312696,-1,3
4,-1,652.147278,210.656143,45.274292,44.591446,0.989783,-1,3
4,-1,348.648254,136.944824,91.566071,171.978699,0.988990,-1,5
4,-1,751.619751,190.409317,57.514771,75.812851,0.948408,-1,5
4,-1,971.986572,538.329956,263.736450,177.284302,0.869994,-1,3
4,-1,191.582108,186.246994,17.751831,30.469040,0.846190,-1,2
4,-1,266.687256,130.363861,41.399689,29.634750,0.470409,-1,3
4,-1,670.059082,187.328171,48.732178,42.045822,0.327976,-1,3
5,-1,652.163452,210.633530,45.247131,44.627090,0.989892,-1,3
5,-1,348.646637,137.000031,91.640289,171.918121,0.988938,-1,5
5,-1,751.622864,190.407196,57.508545,75.808655,0.948759,-1,5
5,-1,971.971375,538.319397,263.796814,177.271057,0.871368,-1,3
5,-1,191.554031,186.275345,17.794861,30.425949,0.846189,-1,2
5,-1,266.702484,130.355515,41.388855,29.659485,0.483585,-1,3
5,-1,670.047302,187.330093,48.751526,42.033768,0.331802,-1,3
6,-1,347.218719,134.389328,92.976898,180.960922,0.987564,-1,5
6,-1,650.603333,212.397247,47.403625,42.250076,0.987257,-1,3
6,-1,752.883606,185.925110,54.512817,81.339661,0.894031,-1,5
6,-1,190.801208,192.035172,17.121002,28.873947,0.851156,-1,2
6,-1,268.633698,130.682526,45.532440,29.746765,0.789127,-1,3
6,-1,946.203735,506.951813,237.320190,198.779633,0.706150,-1,3
6,-1,672.476501,184.989670,47.255249,41.964752,0.415649,-1,3
7,-1,652.512085,209.910294,46.815125,41.854889,0.991033,-1,3
7,-1,347.427155,136.253494,93.920074,188.871811,0.988546,-1,5
7,-1,190.059921,195.737885,17.150696,31.265793,0.852025,-1,2
7,-1,674.404114,183.760666,47.105713,40.800461,0.851075,-1,3
7,-1,749.550110,184.561615,56.277100,78.521423,0.824762,-1,5
7,-1,925.508606,472.042236,207.932556,179.336609,0.785746,-1,3
7,-1,273.131866,131.266953,48.873352,29.992981,0.688140,-1,3
8,-1,652.503296,209.909470,46.828308,41.866699,0.991093,-1,3
8,-1,347.451263,136.335373,93.907074,188.806656,0.988724,-1,5
8,-1,674.389526,183.769684,47.118958,40.801666,0.854710,-1,3
8,-1,190.088867,195.793060,17.136093,31.157791,0.849415,-1,2
8,-1,749.547424,184.563797,56.282104,78.532455,0.823150,-1,5
8,-1,925.486389,472.022675,207.967468,179.359833,0.787590,-1,3
8,-1,273.130157,131.260101,48.877289,30.003876,0.682169,-1,3
9,-1,346.955231,142.103561,96.008484,191.719742,0.995171,-1,5
9,-1,654.125671,209.922974,46.419739,40.241196,0.988175,-1,3
9,-1,752.915039,183.100311,52.821289,80.400543,0.937291,-1,5
9,-1,908.111877,454.098846,189.350891,156.885956,0.874204,-1,3
9,-1,676.294983,182.528244,47.893494,40.210602,0.773429,-1,3
9,-1,189.172699,200.464737,17.559540,30.456329,0.716176,-1,2
9,-1,277.247070,133.178284,48.850769,28.196747,0.376385,-1,3
10,-1,341.117188,135.304977,101.325256,207.081955,0.994839,-1,5
10,-1,654.975342,206.612473,46.794373,42.135422,0.962422,-1,3
10,-1,751.656311,179.275482,51.289185,83.746155,0.932481,-1,5
10,-1,679.888672,181.629486,46.791992,41.597672,0.888391,-1,3
10,-1,187.523926,204.199341,18.237701,30.999313,0.866978,-1,2
10,-1,890.549988,434.038635,177.140686,149.408081,0.840729,-1,3
11,-1,341.198120,135.288940,101.246490,207.135620,0.994928,-1,5
11,-1,654.373413,205.609360,47.167847,42.544312,0.963450,-1,3
11,-1,751.653625,179.302719,51.272156,83.726425,0.932057,-1,5
11,-1,679.888123,181.629517,46.792969,41.588196,0.890145,-1,3
11,-1,187.541626,204.222824,18.226944,30.985138,0.872678,-1,2
11,-1,890.559082,434.039093,177.146973,149.395538,0.841558,-1,3
12,-1,339.843414,135.793198,103.785034,212.963486,0.991060,-1,5
12,-1,656.127686,204.559982,46.111572,41.788467,0.981337,-1,3
12,-1,752.492188,178.972198,52.135498,81.902069,0.897895,-1,5
12,-1,681.220337,180.890961,46.941833,40.775620,0.858100,-1,3
12,-1,186.828812,207.592911,18.949036,34.328308,0.842755,-1,2
12,-1,879.456360,419.611176,165.699280,135.336151,0.797429,-1,3
13,-1,340.083038,137.592392,102.198517,222.842453,0.985348,-1,5
13,-1,656.629089,203.543091,46.239075,42.077194,0.973389,-1,3
13,-1,866.566284,401.442474,155.148926,129.366241,0.886759,-1,3
13,-1,184.825119,213.658142,18.922241,33.683212,0.870913,-1,2
13,-1,750.725830,177.020187,53.195923,82.827530,0.802270,-1,5
13,-1,682.370361,179.962723,47.963928,40.949173,0.767160,-1,3
14,-1,340.095978,137.481064,102.201141,222.950485,0.984884,-1,5
14,-1,656.627075,203.538239,46.237915,42.084335,0.973252,-1,3
14,-1,866.545410,401.437592,155.200195,129.366241,0.890756,-1,3
14,-1,184.832047,213.680893,18.899628,33.651581,0.873582,-1,2
14,-1,750.704468,176.944366,53.222290,82.937469,0.791197,-1,5
14,-1,681.629272,181.135223,48.431885,38.924622,0.769485,-1,3
15,-1,658.105469,199.691956,48.031860,43.432312,0.989162,-1,3
15,-1,337.372742,136.144836,104.973633,234.041077,0.988478,-1,5
15,-1,855.157837,386.366180,150.358154,124.968872,0.902448,-1,3
15,-1,181.195618,214.818527,21.717667,36.688980,0.890146,-1,2
15,-1,751.837158,169.835876,52.626709,88.535797,0.847978,-1,5
15,-1,684.676575,179.293884,49.548401,39.848312,0.711429,-1,3
15,-1,339.208862,137.838608,102.808502,227.442398,0.460186,-1,4
16,-1,659.318359,199.454102,46.318237,42.495087,0.983923,-1,3
16,-1,334.917694,137.958313,108.407837,245.812714,0.981607,-1,5
16,-1,844.505920,373.880157,143.173218,115.630585,0.943757,-1,3
16,-1,749.795410,162.795776,56.431091,96.133545,0.937748,-1,5
16,-1,177.621719,221.275818,22.503510,37.703491,0.845567,-1,2
16,-1,335.311829,140.656555,108.421967,233.466888,0.796827,-1,4
16,-1,686.647339,178.837204,49.689331,39.732651,0.495130,-1,3
17,-1,659.293823,199.453201,46.309204,42.505630,0.984132,-1,3
